route_id,vessel_class_id,freight_unit,model,mae,rmse,mape_pct,directional_accuracy_pct
BALTIMORE_PARADIP_COKING,CAPESIZE,USD_PER_DAY,seasonal_naive_7d,2233.2478804347825,2547.0736022610977,6.775288490948272,28.804347826086957
BALTIMORE_PARADIP_COKING,CAPESIZE,USD_PER_DAY,ridge_autoregression,483.7076216770674,597.2700725152795,1.4782229477762614,50.54347826086957
BALTIMORE_PARADIP_COKING,CAPESIZE,USD_PER_MT,seasonal_naive_7d,1.29125,1.519454099625772,5.452157549501706,33.15217391304348
BALTIMORE_PARADIP_COKING,CAPESIZE,USD_PER_MT,ridge_autoregression,0.2919290272860386,0.3677721548128872,1.2361559112808025,45.65217391304348
BALTIMORE_PARADIP_COKING,HANDYSIZE,USD_PER_DAY,seasonal_naive_7d,759.5956521739131,853.7192798292505,5.603373656441482,19.021739130434785
BALTIMORE_PARADIP_COKING,HANDYSIZE,USD_PER_DAY,ridge_autoregression,126.55250819058831,155.98808706800594,0.9438819214136294,59.2391304347826
BALTIMORE_PARADIP_COKING,HANDYSIZE,USD_PER_MT,seasonal_naive_7d,2.4111413043478263,2.696908153229643,5.562944341473565,16.847826086956523
BALTIMORE_PARADIP_COKING,HANDYSIZE,USD_PER_MT,ridge_autoregression,0.41808813932003774,0.4968357369503328,0.979522668176485,54.347826086956516
BALTIMORE_PARADIP_COKING,KAMSARMAX,USD_PER_DAY,seasonal_naive_7d,1323.8892934782607,1559.2308319020003,5.622846072692266,22.82608695652174
BALTIMORE_PARADIP_COKING,KAMSARMAX,USD_PER_DAY,ridge_autoregression,271.3055195985743,341.36246055125446,1.1588663414300533,49.45652173913043
BALTIMORE_PARADIP_COKING,KAMSARMAX,USD_PER_MT,seasonal_naive_7d,1.4404891304347824,1.6393266446398311,5.035169479985222,30.434782608695656
BALTIMORE_PARADIP_COKING,KAMSARMAX,USD_PER_MT,ridge_autoregression,0.3220153015623034,0.39901172027825815,1.1257075857808658,48.91304347826087
BALTIMORE_PARADIP_COKING,PANAMAX,USD_PER_DAY,seasonal_naive_7d,1253.8627717391303,1416.0828695554399,5.91810916156644,24.456521739130434
BALTIMORE_PARADIP_COKING,PANAMAX,USD_PER_DAY,ridge_autoregression,224.282424883821,274.848213019988,1.0711177043893294,52.71739130434783
BALTIMORE_PARADIP_COKING,PANAMAX,USD_PER_MT,seasonal_naive_7d,1.7390217391304348,1.9909253365337871,5.649303422373783,22.282608695652172
BALTIMORE_PARADIP_COKING,PANAMAX,USD_PER_MT,ridge_autoregression,0.3472437694513815,0.4226011538671449,1.145146097826819,48.91304347826087
BALTIMORE_PARADIP_COKING,SUPRAMAX,USD_PER_DAY,seasonal_naive_7d,937.7908695652173,1053.5360546078598,5.505050851693561,21.195652173913043
BALTIMORE_PARADIP_COKING,SUPRAMAX,USD_PER_DAY,ridge_autoregression,159.25138884375437,194.3059747843445,0.9400237999638076,48.369565217391305
BALTIMORE_PARADIP_COKING,SUPRAMAX,USD_PER_MT,seasonal_naive_7d,2.0928804347826087,2.3311129316272945,5.755855964473268,14.130434782608695
BALTIMORE_PARADIP_COKING,SUPRAMAX,USD_PER_MT,ridge_autoregression,0.38759156278797474,0.46347771970492463,1.080859948688706,46.73913043478261
BALTIMORE_PARADIP_COKING,ULTRAMAX,USD_PER_DAY,seasonal_naive_7d,1072.2251086956524,1207.241637423205,5.653321368896429,20.108695652173914
BALTIMORE_PARADIP_COKING,ULTRAMAX,USD_PER_DAY,ridge_autoregression,192.59285363718848,237.95159958097057,1.0229986622406304,50.0
BALTIMORE_PARADIP_COKING,ULTRAMAX,USD_PER_MT,seasonal_naive_7d,1.947445652173913,2.153053569680291,5.7420160500463435,15.760869565217392
BALTIMORE_PARADIP_COKING,ULTRAMAX,USD_PER_MT,ridge_autoregression,0.33579385450183,0.4165183025401852,1.0038946583328732,52.17391304347826
BALTIMORE_VISAKHAPATNAM_COKING,CAPESIZE,USD_PER_DAY,seasonal_naive_7d,2191.7934239130436,2526.7242134114426,6.7404268394775935,27.173913043478258
BALTIMORE_VISAKHAPATNAM_COKING,CAPESIZE,USD_PER_DAY,ridge_autoregression,460.19677367117396,579.653662637701,1.435554542860572,48.91304347826087
BALTIMORE_VISAKHAPATNAM_COKING,CAPESIZE,USD_PER_MT,seasonal_naive_7d,1.2437500000000001,1.449951086131499,5.262955327915092,31.521739130434785
BALTIMORE_VISAKHAPATNAM_COKING,CAPESIZE,USD_PER_MT,ridge_autoregression,0.3156755197766468,0.38028895918199057,1.3383110376392502,48.91304347826087
BALTIMORE_VISAKHAPATNAM_COKING,HANDYSIZE,USD_PER_DAY,seasonal_naive_7d,748.7193478260871,838.9817953827697,5.523806047102842,19.021739130434785
BALTIMORE_VISAKHAPATNAM_COKING,HANDYSIZE,USD_PER_DAY,ridge_autoregression,114.56597174924191,135.12434956031643,0.8559414538836874,62.5
BALTIMORE_VISAKHAPATNAM_COKING,HANDYSIZE,USD_PER_MT,seasonal_naive_7d,2.4508695652173915,2.7377632889070154,5.723335389803163,17.391304347826086
BALTIMORE_VISAKHAPATNAM_COKING,HANDYSIZE,USD_PER_MT,ridge_autoregression,0.36876572404573105,0.4543133722076774,0.8679752426476108,53.2608695652174
BALTIMORE_VISAKHAPATNAM_COKING,KAMSARMAX,USD_PER_DAY,seasonal_naive_7d,1390.9127717391304,1582.0339013570267,5.848461449898393,24.456521739130434
BALTIMORE_VISAKHAPATNAM_COKING,KAMSARMAX,USD_PER_DAY,ridge_autoregression,282.15971968267695,349.3549088221359,1.1970061262093934,46.73913043478261
BALTIMORE_VISAKHAPATNAM_COKING,KAMSARMAX,USD_PER_MT,seasonal_naive_7d,1.6079347826086958,1.8523797854557842,5.639122695873638,26.6304347826087
BALTIMORE_VISAKHAPATNAM_COKING,KAMSARMAX,USD_PER_MT,ridge_autoregression,0.30509994643863303,0.3721994971902458,1.0688437927732117,47.82608695652174
BALTIMORE_VISAKHAPATNAM_COKING,PANAMAX,USD_PER_DAY,seasonal_naive_7d,1192.6065217391304,1337.3079060340983,5.66855056659981,22.82608695652174
BALTIMORE_VISAKHAPATNAM_COKING,PANAMAX,USD_PER_DAY,ridge_autoregression,244.84417979193896,300.4236163774276,1.171099870528737,45.65217391304348
BALTIMORE_VISAKHAPATNAM_COKING,PANAMAX,USD_PER_MT,seasonal_naive_7d,1.8180434782608694,2.057897565794845,5.928743971379377,21.195652173913043
BALTIMORE_VISAKHAPATNAM_COKING,PANAMAX,USD_PER_MT,ridge_autoregression,0.3199392357170746,0.3887074730121806,1.046114113012045,47.28260869565217
BALTIMORE_VISAKHAPATNAM_COKING,SUPRAMAX,USD_PER_DAY,seasonal_naive_7d,964.2930978260869,1071.451941998567,5.657579219635482,18.478260869565215
BALTIMORE_VISAKHAPATNAM_COKING,SUPRAMAX,USD_PER_DAY,ridge_autoregression,143.96425067211987,178.6843965115451,0.8549510535647284,63.58695652173913
BALTIMORE_VISAKHAPATNAM_COKING,SUPRAMAX,USD_PER_MT,seasonal_naive_7d,2.157173913043478,2.4288188218896067,5.934148944366403,17.391304347826086
BALTIMORE_VISAKHAPATNAM_COKING,SUPRAMAX,USD_PER_MT,ridge_autoregression,0.3685763454137351,0.446177797107425,1.031505074971535,51.08695652173913
BALTIMORE_VISAKHAPATNAM_COKING,ULTRAMAX,USD_PER_DAY,seasonal_naive_7d,1017.545706521739,1148.8439752049335,5.385198091474399,21.73913043478261
BALTIMORE_VISAKHAPATNAM_COKING,ULTRAMAX,USD_PER_DAY,ridge_autoregression,198.26843847686897,240.40296426782487,1.061500833428146,47.28260869565217
BALTIMORE_VISAKHAPATNAM_COKING,ULTRAMAX,USD_PER_MT,seasonal_naive_7d,1.8933152173913044,2.145323908856899,5.6513817192224565,19.021739130434785
BALTIMORE_VISAKHAPATNAM_COKING,ULTRAMAX,USD_PER_MT,ridge_autoregression,0.35536317854160687,0.4131554094162118,1.0696893151900915,45.108695652173914
GLADSTONE_DHAMRA_THERMAL,CAPESIZE,USD_PER_DAY,seasonal_naive_7d,1496.7182608695655,1716.3995237310369,5.025515836448146,30.978260869565215
GLADSTONE_DHAMRA_THERMAL,CAPESIZE,USD_PER_DAY,ridge_autoregression,326.40577669850967,433.31184249388133,1.092939328414913,52.71739130434783
GLADSTONE_DHAMRA_THERMAL,CAPESIZE,USD_PER_MT,seasonal_naive_7d,0.6832065217391304,0.7851263398748111,5.73824814947321,28.26086956521739
GLADSTONE_DHAMRA_THERMAL,CAPESIZE,USD_PER_MT,ridge_autoregression,0.1507313791803443,0.18570639838486014,1.270969267202005,47.28260869565217
GLADSTONE_DHAMRA_THERMAL,HANDYSIZE,USD_PER_DAY,seasonal_naive_7d,664.8592934782608,744.2696847147048,5.398100153924611,17.391304347826086
GLADSTONE_DHAMRA_THERMAL,HANDYSIZE,USD_PER_DAY,ridge_autoregression,103.85164908686329,122.47656620846263,0.856933887284877,64.13043478260869
GLADSTONE_DHAMRA_THERMAL,HANDYSIZE,USD_PER_MT,seasonal_naive_7d,1.1684239130434784,1.3129553040506683,5.438363300567115,18.478260869565215
GLADSTONE_DHAMRA_THERMAL,HANDYSIZE,USD_PER_MT,ridge_autoregression,0.18589889136284607,0.2234739254311861,0.8750337647535362,55.97826086956522
GLADSTONE_DHAMRA_THERMAL,KAMSARMAX,USD_PER_DAY,seasonal_naive_7d,1305.2554891304346,1476.3908059482715,6.13145301369304,21.73913043478261
GLADSTONE_DHAMRA_THERMAL,KAMSARMAX,USD_PER_DAY,ridge_autoregression,263.0095359921345,321.1468584655057,1.2333287132301018,47.82608695652174
GLADSTONE_DHAMRA_THERMAL,KAMSARMAX,USD_PER_MT,seasonal_naive_7d,0.7319565217391305,0.827092208728344,5.10181167311269,27.173913043478258
GLADSTONE_DHAMRA_THERMAL,KAMSARMAX,USD_PER_MT,ridge_autoregression,0.16037044717400206,0.1977621999687143,1.1177901425070813,45.65217391304348
GLADSTONE_DHAMRA_THERMAL,PANAMAX,USD_PER_DAY,seasonal_naive_7d,1065.4946739130435,1215.8334891068332,5.500548977667928,23.91304347826087
GLADSTONE_DHAMRA_THERMAL,PANAMAX,USD_PER_DAY,ridge_autoregression,191.1119275741326,237.21375819651854,0.9894524185193552,46.73913043478261
GLADSTONE_DHAMRA_THERMAL,PANAMAX,USD_PER_MT,seasonal_naive_7d,0.8648369565217391,0.9901627556158107,5.73409302606393,20.652173913043477
GLADSTONE_DHAMRA_THERMAL,PANAMAX,USD_PER_MT,ridge_autoregression,0.16305274431562516,0.1987964962469992,1.0676578012953746,45.108695652173914
GLADSTONE_DHAMRA_THERMAL,SUPRAMAX,USD_PER_DAY,seasonal_naive_7d,917.0942934782609,1033.4779464499325,5.944477875982659,16.847826086956523
GLADSTONE_DHAMRA_THERMAL,SUPRAMAX,USD_PER_DAY,ridge_autoregression,149.7325267931125,178.94079539579653,0.9869499167715879,56.52173913043478
GLADSTONE_DHAMRA_THERMAL,SUPRAMAX,USD_PER_MT,seasonal_naive_7d,1.007771739130435,1.125210849806266,5.596488283065413,19.021739130434785
GLADSTONE_DHAMRA_THERMAL,SUPRAMAX,USD_PER_MT,ridge_autoregression,0.16640996464350988,0.19849923580087903,0.9313691025543416,47.28260869565217
GLADSTONE_DHAMRA_THERMAL,ULTRAMAX,USD_PER_DAY,seasonal_naive_7d,986.6215217391303,1098.2329804800668,5.745371302694833,21.73913043478261
GLADSTONE_DHAMRA_THERMAL,ULTRAMAX,USD_PER_DAY,ridge_autoregression,180.81259863976175,218.51471376859706,1.062988066277321,48.369565217391305
GLADSTONE_DHAMRA_THERMAL,ULTRAMAX,USD_PER_MT,seasonal_naive_7d,0.9657608695652173,1.0747244338413695,5.741812587667424,21.73913043478261
GLADSTONE_DHAMRA_THERMAL,ULTRAMAX,USD_PER_MT,ridge_autoregression,0.18405861384820535,0.22279072929245292,1.1089935763324432,48.91304347826087
